weight,eps,min_samples,n_clusters,n_noise,silhouette
2.473684210526316,0.39,5,3,42,0.1964
2.473684210526316,0.4,3,5,16,0.1302
2.473684210526316,0.4,5,3,38,0.1957
2.473684210526316,0.41,3,5,14,0.1299
2.473684210526316,0.41,6,3,38,0.2189
2.473684210526316,0.42,3,5,14,0.1299
2.473684210526316,0.43,3,5,12,0.1271
2.473684210526316,0.43,4,3,20,0.2599
2.473684210526316,0.44,3,4,12,0.1492
2.473684210526316,0.45,3,4,11,0.149
2.473684210526316,0.46,3,4,9,0.147
2.473684210526316,0.47,3,4,9,0.147
2.473684210526316,0.48,3,4,8,0.1469
2.473684210526316,0.49,3,4,8,0.1469
2.473684210526316,0.5,3,4,8,0.1469
2.473684210526316,0.51,3,3,8,0.3219
2.473684210526316,0.52,3,3,7,0.3205
2.473684210526316,0.53,3,3,5,0.3174
2.473684210526316,0.54,3,3,5,0.3174
2.473684210526316,0.55,3,3,5,0.3174
2.473684210526316,0.56,3,3,5,0.3174
2.473684210526316,0.57,3,3,5,0.3174
2.473684210526316,0.58,3,3,5,0.3174
2.6842105263157894,0.36,4,4,45,0.1667
2.6842105263157894,0.37,4,4,40,0.0797
2.6842105263157894,0.38,3,5,17,0.1313
2.6842105263157894,0.38,4,3,34,0.2821
2.6842105263157894,0.38,5,3,49,0.1898
2.6842105263157894,0.39,3,5,16,0.1302
2.6842105263157894,0.39,4,3,28,0.282
2.6842105263157894,0.39,5,3,42,0.1964
2.6842105263157894,0.4,3,5,16,0.1302
2.6842105263157894,0.4,5,3,38,0.1957
2.6842105263157894,0.41,3,5,14,0.1299
2.6842105263157894,0.41,6,3,38,0.2189
2.6842105263157894,0.42,3,5,14,0.1299
2.6842105263157894,0.43,3,5,12,0.1271
2.6842105263157894,0.43,4,3,20,0.2599
2.6842105263157894,0.44,3,4,12,0.1492
2.6842105263157894,0.45,3,4,11,0.149
2.6842105263157894,0.46,3,4,9,0.147
2.6842105263157894,0.47,3,4,9,0.147
2.6842105263157894,0.48,3,4,8,0.1469
2.6842105263157894,0.49,3,4,8,0.1469
2.6842105263157894,0.5,3,4,8,0.1469
2.6842105263157894,0.51,3,3,8,0.3219
2.6842105263157894,0.52,3,3,7,0.3205
2.6842105263157894,0.53,3,3,5,0.3174
2.6842105263157894,0.54,3,3,5,0.3174
2.6842105263157894,0.55,3,3,5,0.3174
2.6842105263157894,0.56,3,3,5,0.3174
2.6842105263157894,0.57,3,3,5,0.3174
2.6842105263157894,0.58,3,3,5,0.3174
2.894736842105263,0.36,4,4,45,0.1667
2.894736842105263,0.37,4,4,40,0.0797
2.894736842105263,0.38,3,5,17,0.1313
2.894736842105263,0.38,4,3,34,0.2821
2.894736842105263,0.38,5,3,49,0.1898
2.894736842105263,0.39,3,5,16,0.1302
2.894736842105263,0.39,4,3,28,0.282
2.894736842105263,0.39,5,3,42,0.1964
2.894736842105263,0.4,3,5,16,0.1302
2.894736842105263,0.4,5,3,38,0.1957
2.894736842105263,0.41,3,5,14,0.1299
2.894736842105263,0.41,6,3,38,0.2189
2.894736842105263,0.42,3,5,14,0.1299
2.894736842105263,0.43,3,5,12,0.1271
2.894736842105263,0.43,4,3,20,0.2599
2.894736842105263,0.44,3,4,12,0.1492
2.894736842105263,0.45,3,4,11,0.149
2.894736842105263,0.46,3,4,9,0.147
2.894736842105263,0.47,3,4,9,0.147
2.894736842105263,0.48,3,4,8,0.1469
2.894736842105263,0.49,3,4,8,0.1469
2.894736842105263,0.5,3,4,8,0.1469
2.894736842105263,0.51,3,3,8,0.3219
2.894736842105263,0.52,3,3,7,0.3205
2.894736842105263,0.53,3,3,5,0.3174
2.894736842105263,0.54,3,3,5,0.3174
2.894736842105263,0.55,3,3,5,0.3174
2.894736842105263,0.56,3,3,5,0.3174
2.894736842105263,0.57,3,3,5,0.3174
2.894736842105263,0.58,3,3,5,0.3174
3.1052631578947367,0.36,4,4,45,0.1667
3.1052631578947367,0.37,4,4,40,0.0797
3.1052631578947367,0.38,3,5,17,0.1313
3.1052631578947367,0.38,4,3,34,0.2821
3.1052631578947367,0.38,5,3,49,0.1898
3.1052631578947367,0.39,3,5,16,0.1302
3.1052631578947367,0.39,4,3,28,0.282
3.1052631578947367,0.39,5,3,42,0.1964
3.1052631578947367,0.4,3,5,16,0.1302
3.1052631578947367,0.4,5,3,38,0.1957
3.1052631578947367,0.41,3,5,14,0.1299
3.1052631578947367,0.41,6,3,38,0.2189
3.1052631578947367,0.42,3,5,14,0.1299
3.1052631578947367,0.43,3,5,12,0.1271
3.1052631578947367,0.43,4,3,20,0.2599
3.1052631578947367,0.44,3,4,12,0.1492
3.1052631578947367,0.45,3,4,11,0.149
3.1052631578947367,0.46,3,4,9,0.147
3.1052631578947367,0.47,3,4,9,0.147
3.1052631578947367,0.48,3,4,8,0.1469
3.1052631578947367,0.49,3,4,8,0.1469
3.1052631578947367,0.5,3,4,8,0.1469
3.1052631578947367,0.51,3,3,8,0.3219
3.1052631578947367,0.52,3,3,7,0.3205
3.1052631578947367,0.53,3,3,5,0.3174
3.1052631578947367,0.54,3,3,5,0.3174
3.1052631578947367,0.55,3,3,5,0.3174
3.1052631578947367,0.56,3,3,5,0.3174
3.1052631578947367,0.57,3,3,5,0.3174
3.1052631578947367,0.58,3,3,5,0.3174
3.3157894736842106,0.36,4,4,45,0.1667
3.3157894736842106,0.37,4,4,40,0.0797
3.3157894736842106,0.38,3,5,17,0.1313
3.3157894736842106,0.38,4,3,34,0.2821
3.3157894736842106,0.38,5,3,49,0.1898
3.3157894736842106,0.39,3,5,16,0.1302
3.3157894736842106,0.39,4,3,28,0.282
3.3157894736842106,0.39,5,3,42,0.1964
3.3157894736842106,0.4,3,5,16,0.1302
3.3157894736842106,0.4,5,3,38,0.1957
3.3157894736842106,0.41,3,5,14,0.1299
3.3157894736842106,0.41,6,3,38,0.2189
3.3157894736842106,0.42,3,5,14,0.1299
3.3157894736842106,0.43,3,5,12,0.1271
3.3157894736842106,0.43,4,3,20,0.2599
3.3157894736842106,0.44,3,4,12,0.1492
3.3157894736842106,0.45,3,4,11,0.149
3.3157894736842106,0.46,3,4,9,0.147
3.3157894736842106,0.47,3,4,9,0.147
3.3157894736842106,0.48,3,4,8,0.1469
3.3157894736842106,0.49,3,4,8,0.1469
3.3157894736842106,0.5,3,4,8,0.1469
3.3157894736842106,0.51,3,3,8,0.3219
3.3157894736842106,0.52,3,3,7,0.3205
3.3157894736842106,0.53,3,3,5,0.3174
3.3157894736842106,0.54,3,3,5,0.3174
3.3157894736842106,0.55,3,3,5,0.3174
3.3157894736842106,0.56,3,3,5,0.3174
3.3157894736842106,0.57,3,3,5,0.3174
3.3157894736842106,0.58,3,3,5,0.3174
3.526315789473684,0.36,4,4,45,0.1667
3.526315789473684,0.37,4,4,40,0.0797
3.526315789473684,0.38,3,5,17,0.1313
3.526315789473684,0.38,4,3,34,0.2821
3.526315789473684,0.38,5,3,49,0.1898
3.526315789473684,0.39,3,5,16,0.1302
3.526315789473684,0.39,4,3,28,0.282
3.526315789473684,0.39,5,3,42,0.1964
3.526315789473684,0.4,3,5,16,0.1302
3.526315789473684,0.4,5,3,38,0.1957
3.526315789473684,0.41,3,5,14,0.1299
3.526315789473684,0.41,6,3,38,0.2189
3.526315789473684,0.42,3,5,14,0.1299
3.526315789473684,0.43,3,5,12,0.1271
3.526315789473684,0.43,4,3,20,0.2599
3.526315789473684,0.44,3,4,12,0.1492
3.526315789473684,0.45,3,4,11,0.149
3.526315789473684,0.46,3,4,9,0.147
3.526315789473684,0.47,3,4,9,0.147
3.526315789473684,0.48,3,4,8,0.1469
3.526315789473684,0.49,3,4,8,0.1469
3.526315789473684,0.5,3,4,8,0.1469
3.526315789473684,0.51,3,3,8,0.3219
3.526315789473684,0.52,3,3,7,0.3205
3.526315789473684,0.53,3,3,5,0.3174
3.526315789473684,0.54,3,3,5,0.3174
3.526315789473684,0.55,3,3,5,0.3174
3.526315789473684,0.56,3,3,5,0.3174
3.526315789473684,0.57,3,3,5,0.3174
3.526315789473684,0.58,3,3,5,0.3174
3.7368421052631575,0.36,4,4,45,0.1667
3.7368421052631575,0.37,4,4,40,0.0797
3.7368421052631575,0.38,3,5,17,0.1313
3.7368421052631575,0.38,4,3,34,0.2821
3.7368421052631575,0.38,5,3,49,0.1898
3.7368421052631575,0.39,3,5,16,0.1302
3.7368421052631575,0.39,4,3,28,0.282
3.7368421052631575,0.39,5,3,42,0.1964
3.7368421052631575,0.4,3,5,16,0.1302
3.7368421052631575,0.4,5,3,38,0.1957
3.7368421052631575,0.41,3,5,14,0.1299
3.7368421052631575,0.41,6,3,38,0.2189
3.7368421052631575,0.42,3,5,14,0.1299
3.7368421052631575,0.43,3,5,12,0.1271
3.7368421052631575,0.43,4,3,20,0.2599
3.7368421052631575,0.44,3,4,12,0.1492
3.7368421052631575,0.45,3,4,11,0.149
3.7368421052631575,0.46,3,4,9,0.147
3.7368421052631575,0.47,3,4,9,0.147
3.7368421052631575,0.48,3,4,8,0.1469
3.7368421052631575,0.49,3,4,8,0.1469
3.7368421052631575,0.5,3,4,8,0.1469
3.7368421052631575,0.51,3,3,8,0.3219
3.7368421052631575,0.52,3,3,7,0.3205
3.7368421052631575,0.53,3,3,5,0.3174
3.7368421052631575,0.54,3,3,5,0.3174
3.7368421052631575,0.55,3,3,5,0.3174
3.7368421052631575,0.56,3,3,5,0.3174
3.7368421052631575,0.57,3,3,5,0.3174
3.7368421052631575,0.58,3,3,5,0.3174
3.9473684210526314,0.36,4,4,45,0.1667
3.9473684210526314,0.37,4,4,40,0.0797
3.9473684210526314,0.38,3,5,17,0.1313
3.9473684210526314,0.38,4,3,34,0.2821
3.9473684210526314,0.38,5,3,49,0.1898
3.9473684210526314,0.39,3,5,16,0.1302
3.9473684210526314,0.39,4,3,28,0.282
3.9473684210526314,0.39,5,3,42,0.1964
3.9473684210526314,0.4,3,5,16,0.1302
3.9473684210526314,0.4,5,3,38,0.1957
3.9473684210526314,0.41,3,5,14,0.1299
3.9473684210526314,0.41,6,3,38,0.2189
3.9473684210526314,0.42,3,5,14,0.1299
3.9473684210526314,0.43,3,5,12,0.1271
3.9473684210526314,0.43,4,3,20,0.2599
3.9473684210526314,0.44,3,4,12,0.1492
3.9473684210526314,0.45,3,4,11,0.149
3.9473684210526314,0.46,3,4,9,0.147
3.9473684210526314,0.47,3,4,9,0.147
3.9473684210526314,0.48,3,4,8,0.1469
3.9473684210526314,0.49,3,4,8,0.1469
3.9473684210526314,0.5,3,4,8,0.1469
3.9473684210526314,0.51,3,3,8,0.3219
3.9473684210526314,0.52,3,3,7,0.3205
3.9473684210526314,0.53,3,3,5,0.3174
3.9473684210526314,0.54,3,3,5,0.3174
3.9473684210526314,0.55,3,3,5,0.3174
3.9473684210526314,0.56,3,3,5,0.3174
3.9473684210526314,0.57,3,3,5,0.3174
3.9473684210526314,0.58,3,3,5,0.3174
4.157894736842105,0.36,4,4,45,0.1667
4.157894736842105,0.37,4,4,40,0.0797
4.157894736842105,0.38,3,5,17,0.1313
4.157894736842105,0.38,4,3,34,0.2821
4.157894736842105,0.38,5,3,49,0.1898
4.157894736842105,0.39,3,5,16,0.1302
4.157894736842105,0.39,4,3,28,0.282
4.157894736842105,0.39,5,3,42,0.1964
4.157894736842105,0.4,3,5,16,0.1302
4.157894736842105,0.4,5,3,38,0.1957
4.157894736842105,0.41,3,5,14,0.1299
4.157894736842105,0.41,6,3,38,0.2189
4.157894736842105,0.42,3,5,14,0.1299
4.157894736842105,0.43,3,5,12,0.1271
4.157894736842105,0.43,4,3,20,0.2599
4.157894736842105,0.44,3,4,12,0.1492
4.157894736842105,0.45,3,4,11,0.149
4.157894736842105,0.46,3,4,9,0.147
4.157894736842105,0.47,3,4,9,0.147
4.157894736842105,0.48,3,4,8,0.1469
4.157894736842105,0.49,3,4,8,0.1469
4.157894736842105,0.5,3,4,8,0.1469
4.157894736842105,0.51,3,3,8,0.3219
4.157894736842105,0.52,3,3,7,0.3205
4.157894736842105,0.53,3,3,5,0.3174
4.157894736842105,0.54,3,3,5,0.3174
4.157894736842105,0.55,3,3,5,0.3174
4.157894736842105,0.56,3,3,5,0.3174
4.157894736842105,0.57,3,3,5,0.3174
4.157894736842105,0.58,3,3,5,0.3174
4.368421052631579,0.36,4,4,45,0.1667
4.368421052631579,0.37,4,4,40,0.0797
4.368421052631579,0.38,3,5,17,0.1313
4.368421052631579,0.38,4,3,34,0.2821
4.368421052631579,0.38,5,3,49,0.1898
4.368421052631579,0.39,3,5,16,0.1302
4.368421052631579,0.39,4,3,28,0.282
4.368421052631579,0.39,5,3,42,0.1964
4.368421052631579,0.4,3,5,16,0.1302
4.368421052631579,0.4,5,3,38,0.1957
4.368421052631579,0.41,3,5,14,0.1299
4.368421052631579,0.41,6,3,38,0.2189
4.368421052631579,0.42,3,5,14,0.1299
4.368421052631579,0.43,3,5,12,0.1271
4.368421052631579,0.43,4,3,20,0.2599
4.368421052631579,0.44,3,4,12,0.1492
4.368421052631579,0.45,3,4,11,0.149
4.368421052631579,0.46,3,4,9,0.147
4.368421052631579,0.47,3,4,9,0.147
4.368421052631579,0.48,3,4,8,0.1469
4.368421052631579,0.49,3,4,8,0.1469
4.368421052631579,0.5,3,4,8,0.1469
4.368421052631579,0.51,3,3,8,0.3219
4.368421052631579,0.52,3,3,7,0.3205
4.368421052631579,0.53,3,3,5,0.3174
4.368421052631579,0.54,3,3,5,0.3174
4.368421052631579,0.55,3,3,5,0.3174
4.368421052631579,0.56,3,3,5,0.3174
4.368421052631579,0.57,3,3,5,0.3174
4.368421052631579,0.58,3,3,5,0.3174
4.578947368421052,0.36,4,4,45,0.1667
4.578947368421052,0.37,4,4,40,0.0797
4.578947368421052,0.38,3,5,17,0.1313
4.578947368421052,0.38,4,3,34,0.2821
4.578947368421052,0.38,5,3,49,0.1898
4.578947368421052,0.39,3,5,16,0.1302
4.578947368421052,0.39,4,3,28,0.282
4.578947368421052,0.39,5,3,42,0.1964
4.578947368421052,0.4,3,5,16,0.1302
4.578947368421052,0.4,5,3,38,0.1957
4.578947368421052,0.41,3,5,14,0.1299
4.578947368421052,0.41,6,3,38,0.2189
4.578947368421052,0.42,3,5,14,0.1299
4.578947368421052,0.43,3,5,12,0.1271
4.578947368421052,0.43,4,3,20,0.2599
4.578947368421052,0.44,3,4,12,0.1492
4.578947368421052,0.45,3,4,11,0.149
4.578947368421052,0.46,3,4,9,0.147
4.578947368421052,0.47,3,4,9,0.147
4.578947368421052,0.48,3,4,8,0.1469
4.578947368421052,0.49,3,4,8,0.1469
4.578947368421052,0.5,3,4,8,0.1469
4.578947368421052,0.51,3,3,8,0.3219
4.578947368421052,0.52,3,3,7,0.3205
4.578947368421052,0.53,3,3,5,0.3174
4.578947368421052,0.54,3,3,5,0.3174
4.578947368421052,0.55,3,3,5,0.3174
4.578947368421052,0.56,3,3,5,0.3174
4.578947368421052,0.57,3,3,5,0.3174
4.578947368421052,0.58,3,3,5,0.3174
4.789473684210526,0.36,4,4,45,0.1667
4.789473684210526,0.37,4,4,40,0.0797
4.789473684210526,0.38,3,5,17,0.1313
4.789473684210526,0.38,4,3,34,0.2821
4.789473684210526,0.38,5,3,49,0.1898
4.789473684210526,0.39,3,5,16,0.1302
4.789473684210526,0.39,4,3,28,0.282
4.789473684210526,0.39,5,3,42,0.1964
4.789473684210526,0.4,3,5,16,0.1302
4.789473684210526,0.4,5,3,38,0.1957
4.789473684210526,0.41,3,5,14,0.1299
4.789473684210526,0.41,6,3,38,0.2189
4.789473684210526,0.42,3,5,14,0.1299
4.789473684210526,0.43,3,5,12,0.1271
4.789473684210526,0.43,4,3,20,0.2599
4.789473684210526,0.44,3,4,12,0.1492
4.789473684210526,0.45,3,4,11,0.149
4.789473684210526,0.46,3,4,9,0.147
4.789473684210526,0.47,3,4,9,0.147
4.789473684210526,0.48,3,4,8,0.1469
4.789473684210526,0.49,3,4,8,0.1469
4.789473684210526,0.5,3,4,8,0.1469
4.789473684210526,0.51,3,3,8,0.3219
4.789473684210526,0.52,3,3,7,0.3205
4.789473684210526,0.53,3,3,5,0.3174
4.789473684210526,0.54,3,3,5,0.3174
4.789473684210526,0.55,3,3,5,0.3174
4.789473684210526,0.56,3,3,5,0.3174
4.789473684210526,0.57,3,3,5,0.3174
4.789473684210526,0.58,3,3,5,0.3174
5.0,0.36,4,4,45,0.1667
5.0,0.37,4,4,40,0.0797
5.0,0.38,3,5,17,0.1313
5.0,0.38,4,3,34,0.2821
5.0,0.38,5,3,49,0.1898
5.0,0.39,3,5,16,0.1302
5.0,0.39,4,3,28,0.282
5.0,0.39,5,3,42,0.1964
5.0,0.4,3,5,16,0.1302
5.0,0.4,5,3,38,0.1957
5.0,0.41,3,5,14,0.1299
5.0,0.41,6,3,38,0.2189
5.0,0.42,3,5,14,0.1299
5.0,0.43,3,5,12,0.1271
5.0,0.43,4,3,20,0.2599
5.0,0.44,3,4,12,0.1492
5.0,0.45,3,4,11,0.149
5.0,0.46,3,4,9,0.147
5.0,0.47,3,4,9,0.147
5.0,0.48,3,4,8,0.1469
5.0,0.49,3,4,8,0.1469
5.0,0.5,3,4,8,0.1469
5.0,0.51,3,3,8,0.3219
5.0,0.52,3,3,7,0.3205
5.0,0.53,3,3,5,0.3174
5.0,0.54,3,3,5,0.3174
5.0,0.55,3,3,5,0.3174
5.0,0.56,3,3,5,0.3174
5.0,0.57,3,3,5,0.3174
5.0,0.58,3,3,5,0.3174
